DATE,TIME,LINK,CURRENCY,IMPACT,DESCRIPTION,DETAIL,ACTUAL,FORECAST,PREVIOUS,GRAPH
Mon Dec 9,9:30am,,CNY,Medium Impact Expected,PPI y/y,,-2.5%,-2.8%,-2.9%,
Mon Dec 9,1:00pm,,JPY,Low Impact Expected,Economy Watchers Sentiment,,49.4,47.3,47.5,
Mon Dec 9,4:00pm,,CHF,Low Impact Expected,SECO Consumer Climate,,-37,-38,-37,
Mon Dec 9,5:30pm,,EUR,Low Impact Expected,Sentix Investor Confidence,,-17.5,-12.4,-12.8,
Mon Dec 9,All Day,,EUR,Low Impact Expected,Eurogroup Meetings,,,,,
Mon Dec 9,9:00pm,,GBP,Low Impact Expected,MPC Member Ramsden Speaks,,,,,
Mon Dec 9,11:00pm,,USD,Low Impact Expected,Final Wholesale Inventories m/m,,0.2%,0.2%,0.2%,
Fri Dec 6,1:00am,,GBP,Low Impact Expected,MPC Member Greene Speaks,,,,,
Fri Dec 6,7:30am,,JPY,Low Impact Expected,Average Cash Earnings y/y,,2.6%,2.6%,Revised from 2.8%,
Fri Dec 6,7:30am,,JPY,Low Impact Expected,Household Spending y/y,,-1.3%,-2.6%,-1.1%,
Fri Dec 6,1:00pm,,JPY,Low Impact Expected,Leading Indicators,,108.6%,108.9%,Revised from 109.4%,
Fri Dec 6,3:00pm,,EUR,Low Impact Expected,German Industrial Production m/m,,-1.0%,1.0%,Revised from -2.5%,
Fri Dec 6,3:00pm,,GBP,Low Impact Expected,Halifax HPI m/m,,1.3%,0.3%,0.2%,
Fri Dec 6,3:45pm,,EUR,Low Impact Expected,French Trade Balance,,-7.7B,-8.0B,Revised from -8.3B,
Fri Dec 6,4:00pm,,CHF,Low Impact Expected,Foreign Currency Reserves,,725B,,719B,
Fri Dec 6,5:01pm,,EUR,Low Impact Expected,Italian Retail Sales m/m,,-0.5%,0.9%,Revised from 1.2%,
Fri Dec 6,6:00pm,,EUR,Low Impact Expected,Final Employment Change q/q,,0.2%,0.2%,0.2%,
Fri Dec 6,6:00pm,,EUR,Low Impact Expected,Revised GDP q/q,,0.4%,0.4%,0.4%,
Fri Dec 6,9:30pm,,CAD,High Impact Expected,Employment Change,,50.5K,24.7K,14.5K,
Fri Dec 6,9:30pm,,CAD,High Impact Expected,Unemployment Rate,,6.8%,6.6%,6.5%,
Fri Dec 6,9:30pm,,USD,High Impact Expected,Average Hourly Earnings m/m,,0.4%,0.3%,0.4%,
Fri Dec 6,9:30pm,,USD,High Impact Expected,Non-Farm Employment Change,,227K,218K,Revised from 12K,
Fri Dec 6,9:30pm,,USD,High Impact Expected,Unemployment Rate,,4.2%,4.1%,4.1%,
Fri Dec 6,10:15pm,,USD,Low Impact Expected,FOMC Member Bowman Speaks,,,,,
Fri Dec 6,11:00pm,,CAD,Medium Impact Expected,Ivey PMI,,52.3,53.1,52.0,
Fri Dec 6,11:00pm,,USD,Medium Impact Expected,Prelim UoM Consumer Sentiment,,74.0,73.3,Revised from 73.0,
Fri Dec 6,11:00pm,,USD,Medium Impact Expected,Prelim UoM Inflation Expectations,,2.9%,,2.6%,
Fri Dec 6,11:30pm,,USD,Low Impact Expected,FOMC Member Goolsbee Speaks,,,,,
Thu Dec 5,1:10am,,EUR,Low Impact Expected,German Buba President Nagel Speaks,,,,,
Thu Dec 5,2:45am,,USD,High Impact Expected,Fed Chair Powell Speaks,,,,,
Thu Dec 5,3:00am,,USD,Low Impact Expected,Beige Book,,,,,
Thu Dec 5,8:30am,,AUD,Low Impact Expected,Goods Trade Balance,,5.95B,4.53B,Revised from 4.61B,
Thu Dec 5,11:35am,,JPY,Low Impact Expected,30-y Bond Auction,,2.29|3.5,,2.27|3.4,
Thu Dec 5,2:45pm,,CHF,Low Impact Expected,Unemployment Rate,,2.6%,2.7%,2.6%,
Thu Dec 5,3:00pm,,EUR,Low Impact Expected,German Factory Orders m/m,,-1.5%,-2.0%,Revised from 4.2%,
Thu Dec 5,3:45pm,,EUR,Low Impact Expected,French Industrial Production m/m,,-0.1%,0.2%,Revised from -0.9%,
Thu Dec 5,5:30pm,,GBP,Medium Impact Expected,Construction PMI,,55.2,53.5,54.3,
Thu Dec 5,5:37pm,,EUR,Low Impact Expected,Spanish 10-y Bond Auction,,2.74|2.6,,2.92|1.7,
Thu Dec 5,6:00pm,,EUR,Low Impact Expected,Retail Sales m/m,,-0.5%,-0.3%,0.5%,
Thu Dec 5,All Day,,All,Medium Impact Expected,OPEC-JMMC Meetings,,,,,
Thu Dec 5,8:30pm,,USD,Low Impact Expected,Challenger Job Cuts y/y,,26.8%,,50.9%,
Thu Dec 5,9:30pm,,CAD,Low Impact Expected,Trade Balance,,-0.9B,-1.0B,-1.3B,
Thu Dec 5,9:30pm,,USD,High Impact Expected,Unemployment Claims,,224K,215K,Revised from 213K,
Thu Dec 5,9:30pm,,USD,Low Impact Expected,Trade Balance,,-73.8B,-75.2B,Revised from -84.4B,
Thu Dec 5,11:30pm,,USD,Low Impact Expected,Natural Gas Storage,,-30B,-38B,-2B,
Wed Dec 4,1:35am,,USD,Low Impact Expected,FOMC Member Kugler Speaks,,,,,
Wed Dec 4,4:45am,,USD,Low Impact Expected,FOMC Member Goolsbee Speaks,,,,,
Wed Dec 4,5:30am,,USD,Low Impact Expected,API Weekly Statistical Bulletin,,,,,
Wed Dec 4,8:00am,,NZD,Low Impact Expected,ANZ Commodity Prices m/m,,2.9%,,1.4%,
Wed Dec 4,8:30am,,AUD,High Impact Expected,GDP q/q,,0.3%,0.5%,0.2%,
Wed Dec 4,9:00am,,NZD,Medium Impact Expected,RBNZ Gov Orr Speaks,,,,,
Wed Dec 4,9:45am,,CNY,Low Impact Expected,Caixin Services PMI,,51.5,52.4,52.0,
Wed Dec 4,4:15pm,,EUR,Low Impact Expected,Spanish Services PMI,,53.1,53.4,54.9,
Wed Dec 4,4:45pm,,EUR,Low Impact Expected,Italian Services PMI,,49.2,50.9,52.4,
Wed Dec 4,4:50pm,,EUR,Low Impact Expected,French Final Services PMI,,46.9,45.7,45.7,
Wed Dec 4,4:55pm,,EUR,Low Impact Expected,German Final Services PMI,,49.3,49.4,49.4,
Wed Dec 4,5:00pm,,EUR,Low Impact Expected,Final Services PMI,,49.5,49.2,49.2,
Wed Dec 4,5:00pm,,GBP,Medium Impact Expected,BOE Gov Bailey Speaks,,,,,
Wed Dec 4,5:30pm,,GBP,Low Impact Expected,Final Services PMI,,50.8,50.0,50.0,
Wed Dec 4,6:00pm,,EUR,Low Impact Expected,PPI m/m,,0.4%,0.4%,-0.6%,
Wed Dec 4,6:33pm,,EUR,Low Impact Expected,German 10-y Bond Auction,,2.07|2.4,,2.38|2.3,
Wed Dec 4,9:15pm,,USD,High Impact Expected,ADP Non-Farm Employment Change,,146K,152K,Revised from 233K,
Wed Dec 4,9:30pm,,CAD,Low Impact Expected,Labor Productivity q/q,,-0.4%,-0.2%,Revised from -0.2%,
Wed Dec 4,9:30pm,,EUR,Medium Impact Expected,ECB President Lagarde Speaks,,,,,
Wed Dec 4,9:45pm,,USD,Low Impact Expected,FOMC Member Musalem Speaks,,,,,
Wed Dec 4,10:45pm,,USD,Medium Impact Expected,Final Services PMI,,56.1,57.0,57.0,
Wed Dec 4,11:00pm,,USD,High Impact Expected,ISM Services PMI,,52.1,55.7,56.0,
Wed Dec 4,11:00pm,,USD,Low Impact Expected,Factory Orders m/m,,0.2%,0.2%,Revised from -0.5%,
Wed Dec 4,11:30pm,,USD,Medium Impact Expected,Crude Oil Inventories,,-5.1M,-1.6M,-1.8M,
Tue Dec 3,4:15am,,USD,Medium Impact Expected,FOMC Member Waller Speaks,,,,,
Tue Dec 3,5:30am,,USD,Low Impact Expected,FOMC Member Williams Speaks,,,,,
Tue Dec 3,5:45am,,NZD,Low Impact Expected,Overseas Trade Index q/q,,2.4%,1.2%,2.1%,
Tue Dec 3,7:50am,,JPY,Low Impact Expected,Monetary Base y/y,,-0.3%,0.2%,-0.3%,
Tue Dec 3,8:01am,,GBP,Low Impact Expected,BRC Retail Sales Monitor y/y,,-3.4%,0.7%,0.3%,
Tue Dec 3,8:30am,,AUD,Low Impact Expected,Current Account,,-14.1B,-10.3B,Revised from -10.7B,
Tue Dec 3,11:35am,,JPY,Low Impact Expected,10-y Bond Auction,,1.08|3.1,,1.00|3.1,
Tue Dec 3,3:30pm,,CHF,High Impact Expected,CPI m/m,,-0.1%,-0.1%,-0.1%,
Tue Dec 3,4:00pm,,EUR,Low Impact Expected,Spanish Unemployment Change,,-16.0K,29.3K,26.8K,
Tue Dec 3,10:44pm,,NZD,Low Impact Expected,GDT Price Index,,1.2%,,1.9%,
Tue Dec 3,11:00pm,,USD,High Impact Expected,JOLTS Job Openings,,7.74M,7.51M,Revised from 7.44M,
Tue Dec 3,11:06pm,,USD,Low Impact Expected,RCM/TIPP Economic Optimism,,54.0,54.1,53.2,
Tue Dec 3,All Day,,USD,Low Impact Expected,Wards Total Vehicle Sales,,16.5M,16.0M,16.0M,
Tue Dec 3,11:52pm,,EUR,Low Impact Expected,French Gov Budget Balance,,-157.4B,,-173.8B,
Mon Dec 2,5:45am,,NZD,Low Impact Expected,Building Consents m/m,,-5.2%,,Revised from 2.6%,
Mon Dec 2,7:50am,,JPY,Low Impact Expected,Capital Spending q/y,,8.1%,6.7%,7.4%,
Mon Dec 2,8:00am,,AUD,Low Impact Expected,MI Inflation Gauge m/m,,0.2%,,0.3%,
Mon Dec 2,8:30am,,AUD,Medium Impact Expected,Retail Sales m/m,,0.6%,0.4%,0.1%,
Mon Dec 2,8:30am,,AUD,Low Impact Expected,ANZ Job Advertisements m/m,,-1.3%,,Revised from 0.3%,
Mon Dec 2,8:30am,,AUD,Low Impact Expected,Building Approvals m/m,,4.2%,1.2%,Revised from 4.4%,
Mon Dec 2,8:30am,,AUD,Low Impact Expected,Company Operating Profits q/q,,-4.6%,0.6%,Revised from -5.3%,
Mon Dec 2,8:30am,,JPY,Low Impact Expected,Final Manufacturing PMI,,49.0,49.0,49.0,
Mon Dec 2,9:45am,,CNY,Low Impact Expected,Caixin Manufacturing PMI,,51.5,50.6,50.3,
Mon Dec 2,1:30pm,,AUD,Low Impact Expected,Commodity Prices y/y,,-11.8%,,Revised from -7.8%,
Mon Dec 2,3:00pm,,GBP,Low Impact Expected,Nationwide HPI m/m,,1.2%,0.2%,0.1%,
Mon Dec 2,3:30pm,,CHF,Low Impact Expected,Retail Sales y/y,,1.4%,2.6%,Revised from 2.2%,
Mon Dec 2,4:15pm,,EUR,Low Impact Expected,Spanish Manufacturing PMI,,53.1,53.9,54.5,
Mon Dec 2,4:30pm,,CHF,Low Impact Expected,Manufacturing PMI,,48.5,49.6,49.9,
Mon Dec 2,4:45pm,,EUR,Low Impact Expected,Italian Manufacturing PMI,,44.5,46.1,46.9,
Mon Dec 2,4:50pm,,EUR,Low Impact Expected,French Final Manufacturing PMI,,43.1,43.3,43.2,
Mon Dec 2,4:55pm,,EUR,Low Impact Expected,German Final Manufacturing PMI,,43.0,43.2,43.2,
Mon Dec 2,5:00pm,,EUR,Low Impact Expected,Final Manufacturing PMI,,45.2,45.2,45.2,
Mon Dec 2,5:00pm,,EUR,Low Impact Expected,Italian Monthly Unemployment Rate,,5.8%,6.1%,Revised from 6.1%,
Mon Dec 2,5:30pm,,GBP,Low Impact Expected,Final Manufacturing PMI,,48.0,48.6,48.6,
Mon Dec 2,6:00pm,,EUR,Low Impact Expected,Unemployment Rate,,6.3%,6.3%,6.3%,
Mon Dec 2,10:30pm,,CAD,Low Impact Expected,Manufacturing PMI,,52.0,,51.1,
Mon Dec 2,10:45pm,,USD,Medium Impact Expected,Final Manufacturing PMI,,49.7,48.8,48.8,
Mon Dec 2,11:00pm,,USD,High Impact Expected,ISM Manufacturing PMI,,48.4,47.7,46.5,
Mon Dec 2,11:00pm,,USD,Medium Impact Expected,ISM Manufacturing Prices,,50.3,55.2,54.8,
Mon Dec 2,11:00pm,,USD,Low Impact Expected,Construction Spending m/m,,0.4%,0.2%,0.1%,
Fri Nov 29,7:30am,,JPY,Medium Impact Expected,Tokyo Core CPI y/y,,2.2%,2.0%,1.8%,
Fri Nov 29,7:30am,,JPY,Low Impact Expected,Unemployment Rate,,2.5%,2.5%,2.4%,
Fri Nov 29,7:50am,,JPY,Low Impact Expected,Prelim Industrial Production m/m,,3.0%,3.8%,Revised from 1.4%,
Fri Nov 29,7:50am,,JPY,Low Impact Expected,Retail Sales y/y,,1.6%,2.1%,Revised from 0.5%,
Fri Nov 29,8:30am,,AUD,Low Impact Expected,Private Sector Credit m/m,,0.6%,0.5%,0.5%,
Fri Nov 29,1:00pm,,JPY,Low Impact Expected,Consumer Confidence,,36.4,36.4,36.2,
Fri Nov 29,1:00pm,,JPY,Low Impact Expected,Housing Starts y/y,,-2.9%,-2.0%,-0.6%,
Fri Nov 29,3:00pm,,EUR,Low Impact Expected,German Import Prices m/m,,0.6%,0.2%,-0.4%,
Fri Nov 29,3:00pm,,EUR,Low Impact Expected,German Retail Sales m/m,,-1.5%,-0.5%,Revised from 1.2%,
Fri Nov 29,3:45pm,,EUR,Low Impact Expected,French Consumer Spending m/m,,-0.4%,-0.1%,0.1%,
Fri Nov 29,3:45pm,,EUR,Low Impact Expected,French Final Private Payrolls q/q,,0.1%,0.0%,-0.1%,
Fri Nov 29,3:45pm,,EUR,Low Impact Expected,French Prelim CPI m/m,,-0.1%,0.0%,0.2%,
Fri Nov 29,3:45pm,,EUR,Low Impact Expected,French Prelim GDP q/q,,0.4%,0.4%,0.4%,
Fri Nov 29,4:00pm,,CHF,Medium Impact Expected,GDP q/q,,0.4%,0.4%,Revised from 0.7%,
Fri Nov 29,4:00pm,,CHF,Low Impact Expected,KOF Economic Barometer,,101.8,100.1,Revised from 99.5,
Fri Nov 29,4:55pm,,EUR,Low Impact Expected,German Unemployment Change,,7K,20K,Revised from 27K,
Fri Nov 29,5:30pm,,GBP,Low Impact Expected,M4 Money Supply m/m,,-0.1%,0.4%,Revised from 0.6%,
Fri Nov 29,5:30pm,,GBP,Low Impact Expected,Mortgage Approvals,,68K,65K,66K,
Fri Nov 29,5:32pm,,GBP,Low Impact Expected,Net Lending to Individuals m/m,,4.5B,4.1B,3.8B,
Fri Nov 29,6:00pm,,EUR,Medium Impact Expected,Core CPI Flash Estimate y/y,,2.7%,2.8%,2.7%,
Fri Nov 29,6:00pm,,EUR,Medium Impact Expected,CPI Flash Estimate y/y,,2.3%,2.3%,2.0%,
Fri Nov 29,6:00pm,,EUR,Low Impact Expected,Italian Prelim CPI m/m,,0.0%,-0.2%,0.0%,
Fri Nov 29,6:30pm,,GBP,Low Impact Expected,Bank Stress Test Results,,,,,
Fri Nov 29,6:30pm,,GBP,Low Impact Expected,BOE Financial Stability Report,,,,,
Fri Nov 29,6:30pm,,GBP,Low Impact Expected,FPC Meeting Minutes,,,,,
Fri Nov 29,6:30pm,,GBP,Low Impact Expected,FPC Statement,,,,,
Fri Nov 29,7:00pm,,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,,
Fri Nov 29,9:00pm,,EUR,Low Impact Expected,German Buba President Nagel Speaks,,,,,
Fri Nov 29,9:30pm,,CAD,High Impact Expected,GDP m/m,,0.1%,0.3%,0.0%,
Thu Nov 28,1:00am,,USD,Low Impact Expected,Natural Gas Storage,,-2B,-2B,-3B,
Thu Nov 28,8:00am,,NZD,Low Impact Expected,ANZ Business Confidence,,64.9,,65.7,
Thu Nov 28,8:30am,,AUD,Low Impact Expected,Private Capital Expenditure q/q,,1.1%,0.9%,-2.2%,
Thu Nov 28,All Day,,EUR,High Impact Expected,German Prelim CPI m/m,,-0.2%,-0.2%,0.4%,
Thu Nov 28,4:00pm,,EUR,Medium Impact Expected,Spanish Flash CPI y/y,,2.4%,2.3%,1.8%,
Thu Nov 28,4:55pm,,AUD,High Impact Expected,RBA Gov Bullock Speaks,,,,,
Thu Nov 28,5:00pm,,EUR,Low Impact Expected,M3 Money Supply y/y,,3.4%,3.4%,3.2%,
Thu Nov 28,5:00pm,,EUR,Low Impact Expected,Private Loans y/y,,0.8%,0.8%,0.7%,
Thu Nov 28,6:10pm,,EUR,Low Impact Expected,Italian 10-y Bond Auction,,3.39|1.6,,3.57|1.6,
Thu Nov 28,All Day,,USD,Non-Economic,Bank Holiday,,,,,
Thu Nov 28,9:30pm,,CAD,Low Impact Expected,Current Account,,-3.2B,-8.6B,Revised from -8.5B,
Wed Nov 27,3:00am,,USD,High Impact Expected,FOMC Meeting Minutes,,,,,
Wed Nov 27,3:30am,,USD,Low Impact Expected,President Biden Speaks,,,,,
Wed Nov 27,5:30am,,USD,Low Impact Expected,API Weekly Statistical Bulletin,,,,,
Wed Nov 27,8:30am,,AUD,High Impact Expected,CPI y/y,,2.1%,2.5%,2.1%,
Wed Nov 27,8:30am,,AUD,Low Impact Expected,Construction Work Done q/q,,1.6%,0.4%,Revised from 0.1%,
Wed Nov 27,9:00am,,NZD,High Impact Expected,Official Cash Rate,,4.25%,4.25%,4.75%,
Wed Nov 27,9:00am,,NZD,High Impact Expected,RBNZ Monetary Policy Statement,,,,,
Wed Nov 27,9:00am,,NZD,High Impact Expected,RBNZ Rate Statement,,,,,
Wed Nov 27,10:00am,,NZD,High Impact Expected,RBNZ Press Conference,,,,,
Wed Nov 27,5:00pm,,CHF,Low Impact Expected,UBS Economic Expectations,,-12.4,,-7.7,
Wed Nov 27,5:30pm,,EUR,Low Impact Expected,German GfK Consumer Climate,,-23.3,-18.8,Revised from -18.3,
Wed Nov 27,9:30pm,,USD,High Impact Expected,Prelim GDP q/q,,2.8%,2.8%,2.8%,
Wed Nov 27,9:30pm,,USD,High Impact Expected,Unemployment Claims,,213K,215K,Revised from 213K,
Wed Nov 27,9:30pm,,USD,Medium Impact Expected,Core Durable Goods Orders m/m,,0.1%,0.2%,Revised from 0.4%,
Wed Nov 27,9:30pm,,USD,Medium Impact Expected,Durable Goods Orders m/m,,0.2%,0.4%,Revised from -0.8%,
Wed Nov 27,9:30pm,,USD,Medium Impact Expected,Prelim GDP Price Index q/q,,1.9%,1.8%,1.8%,
Wed Nov 27,9:30pm,,USD,Low Impact Expected,Goods Trade Balance,,-99.1B,-102.2B,Revised from -108.2B,
Wed Nov 27,9:30pm,,USD,Low Impact Expected,Prelim Wholesale Inventories m/m,,0.2%,0.0%,Revised from -0.1%,
Wed Nov 27,10:45pm,,USD,Medium Impact Expected,Chicago PMI,,40.2,44.9,41.6,
Wed Nov 27,11:00pm,,USD,High Impact Expected,Core PCE Price Index m/m,,0.3%,0.3%,0.3%,
Wed Nov 27,11:00pm,,USD,Medium Impact Expected,Pending Home Sales m/m,,2.0%,-2.1%,Revised from 7.4%,
Wed Nov 27,11:00pm,,USD,Low Impact Expected,Personal Income m/m,,0.6%,0.3%,0.3%,
Wed Nov 27,11:00pm,,USD,Low Impact Expected,Personal Spending m/m,,0.4%,0.4%,Revised from 0.5%,
Wed Nov 27,11:30pm,,USD,Medium Impact Expected,Crude Oil Inventories,,-1.8M,-1.3M,0.5M,
Tue Nov 26,1:30am,,EUR,Low Impact Expected,German Buba President Nagel Speaks,,,,,
Tue Nov 26,7:50am,,JPY,Low Impact Expected,SPPI y/y,,2.9%,2.5%,Revised from 2.6%,
Tue Nov 26,8:01am,,GBP,Low Impact Expected,BRC Shop Price Index y/y,,-0.6%,,-0.8%,
Tue Nov 26,1:00pm,,JPY,Low Impact Expected,BOJ Core CPI y/y,,1.5%,1.8%,1.7%,
Tue Nov 26,7:00pm,,GBP,Low Impact Expected,CBI Realized Sales,,-18,-14,-6,
Tue Nov 26,9:05pm,,CAD,Low Impact Expected,Gov Council Member Mendes Speaks,,,,,
Tue Nov 26,10:00pm,,USD,Medium Impact Expected,S&P/CS Composite-20 HPI y/y,,4.6%,4.7%,5.2%,
Tue Nov 26,10:00pm,,USD,Low Impact Expected,HPI m/m,,0.7%,0.3%,Revised from 0.3%,
Tue Nov 26,10:59pm,,USD,Medium Impact Expected,Richmond Manufacturing Index,,-14,-10,-14,
Tue Nov 26,11:00pm,,GBP,Low Impact Expected,MPC Member Pill Speaks,,,,,
Tue Nov 26,11:00pm,,USD,High Impact Expected,CB Consumer Confidence,,111.7,111.8,Revised from 108.7,
Tue Nov 26,11:00pm,,USD,Medium Impact Expected,New Home Sales,,610K,725K,738K,
Mon Nov 25,5:45am,,NZD,Medium Impact Expected,Retail Sales q/q,,-0.1%,-0.5%,-1.2%,
Mon Nov 25,5:45am,,NZD,Low Impact Expected,Core Retail Sales q/q,,-0.8%,-0.3%,-1.0%,
Mon Nov 25,5:45am,,NZD,Low Impact Expected,Trade Balance,,-1544M,-1760M,Revised from -2108M,
Mon Nov 25,5:00pm,,EUR,Medium Impact Expected,German ifo Business Climate,,85.7,86.1,86.5,
Mon Nov 25,5:00pm,,GBP,Low Impact Expected,MPC Member Lombardelli Speaks,,,,,
Mon Nov 25,6:30pm,,GBP,Low Impact Expected,MPC Member Dhingra Speaks,,,,,
Mon Nov 25,9:30pm,,CAD,Low Impact Expected,Corporate Profits q/q,,-2.5%,,1.5%,
Mon Nov 25,9:56pm,,EUR,Low Impact Expected,Belgian NBB Business Climate,,-11.1,-12.7,-12.8,
Mon Nov 25,10:00pm,,CNY,Low Impact Expected,CB Leading Index m/m,,-0.3%,,Revised from -0.2%,
Fri Nov 22,1:00am,,CHF,Low Impact Expected,Gov Board Member Tschudin Speaks,,,,,
Fri Nov 22,1:25am,,USD,Low Impact Expected,FOMC Member Goolsbee Speaks,,,,,
Fri Nov 22,1:30am,,USD,Low Impact Expected,FOMC Member Hammack Speaks,,,,,
Fri Nov 22,5:40am,,USD,Low Impact Expected,FOMC Member Barr Speaks,,,,,
Fri Nov 22,6:00am,,AUD,Low Impact Expected,Flash Manufacturing PMI,,49.4,,Revised from 46.6,
Fri Nov 22,6:00am,,AUD,Low Impact Expected,Flash Services PMI,,49.6,,Revised from 50.6,
Fri Nov 22,7:30am,,JPY,Low Impact Expected,National Core CPI y/y,,2.3%,2.2%,2.4%,
Fri Nov 22,8:01am,,GBP,Low Impact Expected,GfK Consumer Confidence,,-18,-21,-21,
Fri Nov 22,8:30am,,JPY,Low Impact Expected,Flash Manufacturing PMI,,49.0,49.5,Revised from 49.0,
Fri Nov 22,3:00pm,,EUR,Low Impact Expected,German Final GDP q/q,,0.1%,0.2%,0.2%,
Fri Nov 22,3:00pm,,GBP,High Impact Expected,Retail Sales m/m,,-0.7%,-0.3%,Revised from 0.3%,
Fri Nov 22,4:15pm,,EUR,High Impact Expected,French Flash Manufacturing PMI,,43.2,44.6,44.5,
Fri Nov 22,4:15pm,,EUR,High Impact Expected,French Flash Services PMI,,45.7,49.1,Revised from 48.3,
Fri Nov 22,4:30pm,,EUR,High Impact Expected,German Flash Manufacturing PMI,,43.2,43.1,Revised from 42.6,
Fri Nov 22,4:30pm,,EUR,High Impact Expected,German Flash Services PMI,,49.4,51.6,Revised from 51.4,
Fri Nov 22,4:30pm,,EUR,Medium Impact Expected,ECB President Lagarde Speaks,,,,,
Fri Nov 22,5:00pm,,EUR,Medium Impact Expected,Flash Manufacturing PMI,,45.2,46.0,Revised from 45.9,
Fri Nov 22,5:00pm,,EUR,Medium Impact Expected,Flash Services PMI,,49.2,51.6,Revised from 51.2,
Fri Nov 22,5:30pm,,GBP,High Impact Expected,Flash Manufacturing PMI,,48.6,50.0,Revised from 50.3,
Fri Nov 22,5:30pm,,GBP,High Impact Expected,Flash Services PMI,,50.0,51.9,Revised from 51.8,
Fri Nov 22,8:40pm,,CHF,High Impact Expected,SNB Chairman Schlegel Speaks,,,,,
Fri Nov 22,9:00pm,,EUR,Low Impact Expected,German Buba President Nagel Speaks,,,,,
Fri Nov 22,9:30pm,,CAD,High Impact Expected,Core Retail Sales m/m,,0.9%,0.3%,Revised from -0.7%,
Fri Nov 22,9:30pm,,CAD,High Impact Expected,Retail Sales m/m,,0.4%,0.4%,0.4%,
Fri Nov 22,9:30pm,,CAD,Low Impact Expected,NHPI m/m,,-0.4%,0.1%,0.0%,
Fri Nov 22,10:45pm,,USD,High Impact Expected,Flash Manufacturing PMI,,48.8,48.8,Revised from 47.8,
Fri Nov 22,10:45pm,,USD,High Impact Expected,Flash Services PMI,,57.0,55.2,Revised from 55.3,
Fri Nov 22,11:00pm,,USD,Medium Impact Expected,Revised UoM Consumer Sentiment,,71.8,74.0,73.0,
Fri Nov 22,11:00pm,,USD,Low Impact Expected,Revised UoM Inflation Expectations,,2.6%,,2.6%,
Thu Nov 21,12:00am,,GBP,Low Impact Expected,MPC Member Ramsden Speaks,,,,,
Thu Nov 21,12:00am,,USD,Low Impact Expected,FOMC Member Cook Speaks,,,,,
Thu Nov 21,1:15am,,USD,Low Impact Expected,FOMC Member Bowman Speaks,,,,,
Thu Nov 21,5:00am,,USD,Low Impact Expected,FOMC Member Collins Speaks,,,,,
Thu Nov 21,10:00am,,NZD,Low Impact Expected,Credit Card Spending y/y,,0.3%,,Revised from -3.2%,
Thu Nov 21,1:12pm,,JPY,High Impact Expected,BOJ Gov Ueda Speaks,,,,,
Thu Nov 21,3:00pm,,GBP,Low Impact Expected,Public Sector Net Borrowing,,17.4B,13.0B,Revised from 16.6B,
Thu Nov 21,4:00pm,,AUD,High Impact Expected,RBA Gov Bullock Speaks,,,,,
Thu Nov 21,7:00pm,,GBP,Low Impact Expected,CBI Industrial Order Expectations,,-19,-25,-27,
Thu Nov 21,9:30pm,,CAD,Low Impact Expected,IPPI m/m,,1.2%,0.8%,Revised from -0.6%,
Thu Nov 21,9:30pm,,CAD,Low Impact Expected,RMPI m/m,,3.8%,2.6%,Revised from -3.1%,
Thu Nov 21,9:30pm,,USD,High Impact Expected,Unemployment Claims,,213K,220K,Revised from 217K,
Thu Nov 21,9:30pm,,USD,Medium Impact Expected,Philly Fed Manufacturing Index,,-5.5,7.4,10.3,
Thu Nov 21,9:45pm,,USD,Low Impact Expected,FOMC Member Hammack Speaks,,,,,
Thu Nov 21,10:00pm,,GBP,Low Impact Expected,MPC Member Mann Speaks,,,,,
Thu Nov 21,11:00pm,,EUR,Low Impact Expected,Consumer Confidence,,-14,-13,-13,
Thu Nov 21,11:00pm,,USD,Medium Impact Expected,Existing Home Sales,,3.96M,3.95M,Revised from 3.84M,
Thu Nov 21,11:00pm,,USD,Low Impact Expected,CB Leading Index m/m,,-0.4%,-0.3%,Revised from -0.5%,
Thu Nov 21,11:30pm,,USD,Low Impact Expected,Natural Gas Storage,,-3B,2B,42B,
Wed Nov 20,Day 2,,All,Medium Impact Expected,G20 Meetings,,,,,
Wed Nov 20,2:10am,,USD,Low Impact Expected,FOMC Member Schmid Speaks,,,,,
Wed Nov 20,5:30am,,USD,Low Impact Expected,API Weekly Statistical Bulletin,,,,,
Wed Nov 20,7:30am,,AUD,Low Impact Expected,MI Leading Index m/m,,0.2%,,0.0%,
Wed Nov 20,7:50am,,JPY,Low Impact Expected,Trade Balance,,-0.36T,-0.15T,Revised from -0.19T,
Wed Nov 20,9:00am,,CNY,Medium Impact Expected,1-y Loan Prime Rate,,3.10%,3.10%,3.10%,
Wed Nov 20,9:00am,,CNY,Medium Impact Expected,5-y Loan Prime Rate,,3.60%,3.60%,3.60%,
Wed Nov 20,3:00pm,,EUR,Low Impact Expected,German PPI m/m,,0.2%,0.2%,-0.5%,
Wed Nov 20,3:00pm,,GBP,High Impact Expected,CPI y/y,,2.3%,2.2%,1.7%,
Wed Nov 20,3:00pm,,GBP,Low Impact Expected,Core CPI y/y,,3.3%,3.1%,3.2%,
Wed Nov 20,3:00pm,,GBP,Low Impact Expected,PPI Input m/m,,0.1%,0.5%,Revised from -1.0%,
Wed Nov 20,3:00pm,,GBP,Low Impact Expected,PPI Output m/m,,0.0%,-0.1%,Revised from -0.5%,
